WKT,full_id,osm_id,osm_type,highway,lanes,maxspeed,name,oneway,old_name,surface,maxspeed_g,official_n,source_max,alt_name,nat_name
"MULTILINESTRING ((120.9890507 14.5361962,120.9891451 14.5362183,120.9906194 14.5365548))",w645172773,"645172773",way,trunk,"6","60",EDSA Extension,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9316352 14.4498014,120.9317976 14.4497686,120.9319122 14.4497454,120.9322814 14.4496707,120.9323086 14.4496652,120.9324711 14.4496349,120.9326435 14.4495969,120.9327328 14.4495786,120.9329362 14.4495361,120.9334057 14.4494393,120.9335989 14.4493983,120.9341554 14.4492827,120.9346 14.4491892,120.9351068 14.4490861,120.9354277 14.449021,120.9362553 14.4488553,120.9385311 14.4483749,120.93963 14.4481461))",w647441168,"647441168",way,trunk,"4","80",Tirona Highway,,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((120.9274194 14.450622,120.9280384 14.4504947))",w647441176,"647441176",way,trunk,"2","80",Tirona Highway,yes,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((120.9263877 14.4505318,120.9265747 14.4505688,120.9267759 14.4506116))",w647441177,"647441177",way,trunk,"2","80",Tirona Highway,,,,,Daniel Tirona Highway,,,
"MULTILINESTRING ((120.93963 14.4481461,120.939763 14.448125))",w647441183,"647441183",way,trunk,"4","80",Tirona Highway,,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((120.9280384 14.4504947,120.9281141 14.4505168))",w647441192,"647441192",way,trunk,"2","80",Tirona Highway,yes,,asphalt,,Daniel Tirona Highway,,,
"MULTILINESTRING ((121.0605449 14.5529677,121.0595408 14.5516872))",w653015359,"653015359",way,trunk,"5","60",Carlos P. Garcia Avenue,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9868708 14.5650377,120.9869126 14.5650561,120.9875259 14.5653781,120.9878086 14.565609,120.9882229 14.5661047,120.9883613 14.5662703))",w653015366,"653015366",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((120.9913675 14.5699519,120.9914243 14.5700134,120.9915741 14.5701759))",w653015367,"653015367",way,trunk,"4","60",President Quirino Avenue,yes,Harrison Boulevard,,,,MMDA,,
"MULTILINESTRING ((121.0300264 14.5511017,121.0296198 14.5507632))",w653026069,"653026069",way,trunk,"4","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((120.948103 14.4352015,120.9482977 14.4356164))",w653484971,"653484971",way,trunk,"5","60",Aguinaldo Highway,,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9490144 14.4371472,120.9491396 14.4374154))",w653484978,"653484978",way,trunk,"5","60",Aguinaldo Highway,,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9522587 14.4440537,120.9524665 14.4444964,120.9525864 14.4447517))",w653733434,"653733434",way,trunk,"5","60",Aguinaldo Highway,,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9482977 14.4356164,120.9483451 14.4357173,120.9484602 14.4359627))",w653734013,"653734013",way,trunk,"5","60",Aguinaldo Highway,,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((121.0702546 14.5660303,121.0702334 14.5659214,121.070203 14.5658086,121.0701728 14.5656769,121.0700494 14.5653186,121.0698616 14.5648359,121.0696803 14.5644748,121.0696392 14.5643979,121.0695792 14.5642777,121.0694333 14.5640451,121.0690556 14.5634807))",w653839560,"653839560",way,trunk,"3","60",E. Rodriguez Jr. Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0740469 14.6317508,121.0743251 14.6317342))",w657272007,"657272007",way,trunk,,,,,,,,,,,
"MULTILINESTRING ((120.992595 14.5371995,120.9923449 14.5371452))",w657272437,"657272437",way,trunk,"6","60",EDSA,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9872104 14.5595418,120.987162 14.55965))",w657310232,"657310232",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.9870042 14.5596074,120.9870477 14.5594944))",w657310237,"657310237",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.9576465 14.4554319,120.957756 14.4556511))",w657808643,"657808643",way,trunk,"4","60",Aguinaldo Highway,,,,,General Emilio Aguinaldo Highway,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9596984 14.4611487,120.95967 14.4614053,120.9596619 14.4615012))",w657808646,"657808646",way,trunk,"3","60",Aguinaldo Boulevard,yes,,asphalt,,,,Coastal Road,
"MULTILINESTRING ((120.9387298 14.3727459,120.9387122 14.3723864,120.9387011 14.3721617))",w657808648,"657808648",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9404763 14.4074889,120.9404339 14.406706,120.9404259 14.4065927))",w659128344,"659128344",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9421505 14.4226614,120.9421176 14.4225956))",w659130148,"659130148",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9422217 14.4226238,120.9422662 14.4227087))",w659130149,"659130149",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9418237 14.4218298,120.9420054 14.4221794))",w659130150,"659130150",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9421176 14.4225956,120.9421005 14.4225607,120.9418736 14.4221226))",w659130151,"659130151",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9386582 14.3713384,120.9386353 14.3708787,120.938623 14.3706308,120.938613 14.3704299))",w660335729,"660335729",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9389635 14.3758646,120.9389957 14.3764084,120.9390029 14.3765567))",w660335734,"660335734",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9383876 14.365853,120.9383791 14.3656825,120.9383569 14.3652324,120.9383544 14.3651804))",w660335735,"660335735",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9383104 14.3629232,120.9383912 14.3645032))",w660335736,"660335736",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9382431 14.3629274,120.9382122 14.362303))",w660335738,"660335738",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9382231 14.3611584,120.9382517 14.3616955))",w660335742,"660335742",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9379594 14.35739,120.9379265 14.3568522))",w660335743,"660335743",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9380548 14.3590622,120.9380288 14.3585239))",w660335744,"660335744",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,"50",,,Cavite - Batangas Road,
"MULTILINESTRING ((121.0434989 14.6348695,121.0448745 14.6327656,121.044911 14.632698,121.0458113 14.6307558,121.0458761 14.6306152,121.0466268 14.628987))",w660489618,"660489618",way,trunk,"3","60",Timog/Kamuning Flyover,yes,,asphalt,,Epifanio de los Santos Avenue,,EDSA,
"MULTILINESTRING ((121.0033138 14.5376927,121.0041219 14.5377936,121.0042115 14.5378047))",w665068121,"665068121",way,trunk,"5","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((120.993445 14.5282757,120.9935325 14.5275089,120.9935552 14.5273202))",w665068147,"665068147",way,trunk,"5","60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9973178 14.5378666,120.9969699 14.5378902,120.9966044 14.5378791,120.9959437 14.5378459,120.9957381 14.5378373))",w667228839,"667228839",way,trunk,"6","60",EDSA,yes,,asphalt,,,,,
"MULTILINESTRING ((120.99733 14.5376434,120.9975079 14.5376333,120.9983432 14.5375696,120.9990526 14.5375138,120.9996741 14.5374647,120.9998333 14.5374539))",w667228840,"667228840",way,trunk,"6","60",EDSA,yes,,,,,,,
"MULTILINESTRING ((120.9929099 14.5370465,120.9936155 14.5372013))",w667228842,"667228842",way,trunk,"6","60",EDSA,yes,,,,,,,
"MULTILINESTRING ((121.0090759 14.5550081,121.0089554 14.5553005,121.0089501 14.555342,121.0089625 14.5554005))",w668409767,"668409767",way,trunk,"2","60",,yes,,asphalt,"50",,MMDA,,
"MULTILINESTRING ((121.0789257 14.6061202,121.0789292 14.6060982,121.0789515 14.6059889,121.078988 14.6057417,121.0790082 14.6055307))",w668409787,"668409787",way,trunk,"4","60",E. Rodriguez Jr. Avenue,yes,,concrete,"50",,,,
"MULTILINESTRING ((120.999985 14.6609815,121.0000518 14.6608583,121.0001479 14.6606386))",w669466242,"669466242",way,trunk,"2",,Quirino Highway,yes,,,,,,,
"MULTILINESTRING ((120.9997224 14.6613376,120.9999013 14.6610861,120.999985 14.6609815))",w669466245,"669466245",way,trunk,"2",,Quirino Highway,yes,,,,,,,
"MULTILINESTRING ((121.0278617 14.6906451,121.0276856 14.6904524))",w669485897,"669485897",way,trunk,,"60",,yes,Manila-del Monte Garay Road,,,,MMDA,,
"MULTILINESTRING ((121.0468475 14.6506415,121.0469732 14.6504268,121.0470487 14.6503103,121.0471091 14.6502153,121.0471276 14.6501863,121.0471587 14.6501419))",w670619384,"670619384",way,trunk,"10","60",Elliptical Road,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0722128 14.6643314,121.0723293 14.6642607,121.0726618 14.6640774))",w670619386,"670619386",way,trunk,"3","60",Tandang Sora Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0526065 14.6537015,121.052227 14.6534645))",w670619389,"670619389",way,trunk,"6","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0538009 14.6546138,121.0534918 14.6543437,121.0529877 14.653996,121.0526065 14.6537015))",w670619390,"670619390",way,trunk,"6","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0588439 14.6579764,121.0583574 14.6576457,121.057859 14.6573102,121.0574318 14.6570415))",w670619391,"670619391",way,trunk,"2","50",Commonwealth Avenue Bus Lane,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0633017 14.6609208,121.0628571 14.6605985,121.0621523 14.6601499,121.0616373 14.6598171,121.0613589 14.6596342,121.0612238 14.659542,121.0605738 14.6591148,121.0602184 14.6588755,121.0588439 14.6579764))",w670619392,"670619392",way,trunk,"3","50",Commonwealth Avenue Bus Lane,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0642979 14.6615687,121.0635931 14.661111,121.0633017 14.6609208))",w670619393,"670619393",way,trunk,"2","50",Commonwealth Avenue Bus Lane,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0667275 14.6632073,121.066403 14.6629849,121.0647923 14.6619078))",w670619394,"670619394",way,trunk,"3","60",Commonwealth Avenue Service Road,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0682857 14.6636683,121.0687425 14.663974,121.0704299 14.6651029,121.070586 14.6652044,121.0708896 14.6654019))",w670619395,"670619395",way,trunk,"4","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0540833 14.6540935,121.0557589 14.6552506))",w670619400,"670619400",way,trunk,"3","60",Commonwealth Avenue Bus Lane,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0519952 14.6503188,121.0520108 14.6504445,121.0520305 14.6505938,121.0520335 14.6506939,121.0520361 14.6507796,121.0520348 14.650918,121.0520316 14.6510911,121.052013 14.6512676,121.0519897 14.6514186,121.0519574 14.6515927,121.051909 14.6517548,121.05187 14.6518815,121.0518545 14.6519281))",w670619401,"670619401",way,trunk,"10","60",Elliptical Road,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0743374 14.6360665,121.0743174 14.6356548,121.0743127 14.6355416))",w670821721,"670821721",way,trunk,"7","60",Katipunan Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0743713 14.6376517,121.0743442 14.6371008,121.0743259 14.6366577,121.0743374 14.6360665))",w670821722,"670821722",way,trunk,"6","60",Katipunan Avenue,yes,,,"50",,,,
"MULTILINESTRING ((121.0713822 14.6661227,121.0708304 14.6657602,121.0703349 14.6654381,121.0701918 14.6653451,121.0697639 14.6650669,121.0686564 14.6643419,121.0681358 14.6640142))",w670821759,"670821759",way,trunk,"5","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0754405 14.6688644,121.0751438 14.6686722,121.0746235 14.6682867,121.0738506 14.6677527))",w670821760,"670821760",way,trunk,"7","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.07401 14.6675021,121.0740862 14.6675541,121.075015 14.6681763,121.0753592 14.668438))",w670821761,"670821761",way,trunk,"9","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,concrete,,,,,
"MULTILINESTRING ((121.0726618 14.6640774,121.072831 14.663992,121.0735647 14.6636339,121.0736335 14.6636,121.0736944 14.6635684,121.0737649 14.6635303,121.0738225 14.6634973,121.0738714 14.6634607,121.0739285 14.6634179,121.0739997 14.6633557,121.0740457 14.6633116,121.0740911 14.663261,121.0741498 14.6631904,121.0741988 14.6631383))",w670821765,"670821765",way,trunk,"3","60",Tandang Sora Avenue,yes,,,,,,,
"MULTILINESTRING ((121.0680278 14.664089,121.0674254 14.6636806,121.0673493 14.6636289,121.0672965 14.6635926,121.0669021 14.6633258,121.0667275 14.6632073))",w670938664,"670938664",way,trunk,"3","60",Commonwealth Avenue Service Road,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0445849 14.6330222,121.0446671 14.6328968,121.0448309 14.6326191))",w671028120,"671028120",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0441477 14.633754,121.0443693 14.6333987))",w671028121,"671028121",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0446485 14.6335746,121.0444286 14.6339234))",w671028122,"671028122",way,trunk,"3","60",EDSA,yes,,,,,,,
"MULTILINESTRING ((121.0434285 14.634899,121.0434307 14.6348317))",w671028123,"671028123",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0090759 14.5550081,121.0088046 14.5554986))",w671028125,"671028125",way,trunk,"5","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0086077 14.5553255,121.0086503 14.5553277,121.0087095 14.5553154))",w671028143,"671028143",way,trunk,"1","60",,yes,,asphalt,"50",,MMDA,,
"MULTILINESTRING ((121.0096197 14.5536064,121.0100556 14.5527861,121.0102108 14.5525065))",w671028145,"671028145",way,trunk,"3","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0690556 14.5634807,121.0687794 14.5631207,121.0684336 14.5626541))",w671955927,"671955927",way,trunk,"2","60",E. Rodriguez Jr. Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0535637 14.5814695,121.0534987 14.5813752,121.0534432 14.5812946))",w671955930,"671955930",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0546632 14.5830519,121.0539878 14.5820839,121.053821 14.5818429,121.0536253 14.5815589,121.0535637 14.5814695))",w671955931,"671955931",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0384836 14.5581551,121.0383711 14.5579655,121.0381402 14.5576974))",w671955936,"671955936",way,trunk,"2","60",EDSA,yes,,,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0346846 14.554896,121.034648 14.5548633,121.0345799 14.554807))",w671955943,"671955943",way,trunk,"5","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.033908 14.5542673,121.0336202 14.5540358))",w671962727,"671962727",way,trunk,"5","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0345799 14.554807,121.0345082 14.554746))",w671962728,"671962728",way,trunk,"5","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0346636 14.5545768,121.034733 14.5546352))",w671962729,"671962729",way,trunk,"5","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0331024 14.5532577,121.0338612 14.5538905,121.0345728 14.5544972,121.0346636 14.5545768))",w671962730,"671962730",way,trunk,"5","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0090177 14.6243287,121.009113 14.6244221))",w672434056,"672434056",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.009113 14.6244221,121.0091965 14.6245041))",w672434057,"672434057",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0097692 14.6252508,121.0092094 14.6247218))",w672434065,"672434065",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0087546 14.6240756,121.0090177 14.6243287))",w672434066,"672434066",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0090561 14.6245831,121.0085274 14.6241116))",w672434067,"672434067",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0092094 14.6247218,121.0090561 14.6245831))",w672434068,"672434068",way,trunk,"4","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0093439 14.6246385,121.0095176 14.6247987,121.0105949 14.6257846,121.0108601 14.6260273))",w672434069,"672434069",way,trunk,"5","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((121.0091965 14.6245041,121.0093439 14.6246385))",w672434070,"672434070",way,trunk,"4","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,"50",,,,
"MULTILINESTRING ((120.9398661 14.3936151,120.9398958 14.3942138,120.9398995 14.3942879))",w672675670,"672675670",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9398639 14.3953028,120.9398594 14.3952156,120.9398118 14.3942901))",w672675700,"672675700",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9399991 14.3979285,120.9399898 14.3977476,120.9399415 14.3968098,120.9398639 14.3953028))",w672675701,"672675701",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9397847 14.3919861,120.9397943 14.392169,120.9398661 14.3936151))",w672675702,"672675702",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9396521 14.3912302,120.9396307 14.3907794))",w672675720,"672675720",way,trunk,"3","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9401491 14.4008412,120.9401423 14.4007146,120.9401386 14.400639,120.9401261 14.4003966,120.9400649 14.3992057,120.9400588 14.39911,120.9400373 14.3986704,120.9400302 14.3985596))",w672675739,"672675739",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9407905 14.4125601,120.9407988 14.4127449))",w672675741,"672675741",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9412071 14.4201057,120.9412577 14.4203489))",w672675767,"672675767",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9411458 14.4191889,120.9411556 14.4195402))",w672675769,"672675769",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9411556 14.4195402,120.9411629 14.4196584))",w672675770,"672675770",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9409575 14.4173598,120.9409337 14.416942))",w672675777,"672675777",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9409337 14.416942,120.9409311 14.4168722))",w672675810,"672675810",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9410546 14.4173546,120.9411458 14.4191889))",w672675814,"672675814",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.9429266 14.4242986,120.9427635 14.4239623))",w672675834,"672675834",way,trunk,"2","60",Aguinaldo Highway,yes,,asphalt,,,,Cavite - Batangas Road,
"MULTILINESTRING ((120.971254 14.6920233,120.9711686 14.6920721,120.9711106 14.6921059,120.9706912 14.6922595,120.9705773 14.6922943,120.9702307 14.6924045,120.9699645 14.6924962,120.9698173 14.6925468,120.9695387 14.6926428,120.9693878 14.6926926,120.9691355 14.6927777,120.9690393 14.6927946,120.9689762 14.6927933))",w672822331,"672822331",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9689762 14.6927933,120.9690139 14.6927551,120.9691005 14.6927153,120.9693709 14.6926273,120.969792 14.6924831,120.9699457 14.692432,120.9702072 14.6923449,120.9706781 14.6921892,120.9709314 14.692097,120.9711569 14.6920456,120.971254 14.6920233))",w672822332,"672822332",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9739164 14.6899753,120.9740858 14.6896864,120.9743084 14.6892594,120.9743535 14.6892165,120.9744211 14.6891583))",w672822336,"672822336",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9744211 14.6891583,120.9744034 14.6892359,120.9743835 14.6892864,120.9741581 14.6897009,120.9740114 14.6899647))",w672849903,"672849903",way,trunk,"2","60",MacArthur Highway,yes,,asphalt,,,PH:urban,,
"MULTILINESTRING ((120.9950172 14.6118009,120.9949299 14.6117216,120.9947356 14.6115452))",w674884224,"674884224",way,trunk,"4","60",España Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9869777 14.5600576,120.986794 14.5604631))",w675166366,"675166366",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.987162 14.55965,120.9871164 14.5597507,120.9869777 14.5600576))",w675166367,"675166367",way,trunk,"4","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.989725 14.5518961,120.9896726 14.552085,120.9896335 14.5522092))",w675169794,"675169794",way,trunk,"3","60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9902201 14.5497219,120.9901918 14.5500298))",w675169796,"675169796",way,trunk,"2","60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9896335 14.5522092,120.9895582 14.5524218))",w675169797,"675169797",way,trunk,"2","60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((121.0683432 14.5621676,121.068662 14.5625965))",w676139401,"676139401",way,trunk,"1","60",E. Rodriguez Jr. Avenue,yes,,concrete,"50",,,,
"MULTILINESTRING ((121.0684336 14.5626541,121.0681745 14.5622917))",w676139402,"676139402",way,trunk,"2","60",E. Rodriguez Jr. Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0466862 14.6501394,121.0465587 14.6498724))",w676151417,"676151417",way,trunk,"2","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0427572 14.6475451,121.0426354 14.64755))",w676151420,"676151420",way,trunk,"2","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0413003 14.6467476,121.0412159 14.6466472))",w676151422,"676151422",way,trunk,"1","60",Quezon Avenue PUV Lane,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0426354 14.64755,121.0424705 14.6474563,121.0413003 14.6467476))",w676151423,"676151423",way,trunk,"2","60",Quezon Avenue PUV Lane,yes,Don Mariano Marcos Avenue,,,,,,
"MULTILINESTRING ((121.0767576 14.5826738,121.0757527 14.5811039,121.0756177 14.5809057,121.0744014 14.5791701,121.0738218 14.5783376,121.0737495 14.5782309,121.0736864 14.5781302))",w676234891,"676234891",way,trunk,"4","60",E. Rodriguez Jr. Avenue,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0768075 14.5827461,121.0767576 14.5826738))",w676234895,"676234895",way,trunk,"4","60",E. Rodriguez Jr. Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0644376 14.5886582,121.0645892 14.5886648,121.0654744 14.5887318,121.0663816 14.5887948))",w676425818,"676425818",way,trunk,"3","40",Ortigas Avenue,yes,,,,,PH:urban,,
"MULTILINESTRING ((121.0598375 14.5996306,121.059818 14.5997648))",w677184768,"677184768",way,trunk,"6","60",EDSA,yes,,concrete,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0716464 14.6181466,121.071455 14.6178798,121.0712481 14.6174343))",w677185675,"677185675",way,trunk,"2","60",Katipunan Avenue,yes,,asphalt,"50",Pres. Carlos P. Garcia Avenue,,,
"MULTILINESTRING ((121.0532988 14.6149876,121.0532543 14.615209,121.0528505 14.6160795))",w677187007,"677187007",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0164044 14.5405577,121.0166842 14.5400177))",w677190275,"677190275",way,trunk,"4","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((120.9926119 14.571694,120.9923477 14.5713771))",w677343502,"677343502",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((120.9921237 14.5711023,120.9918191 14.5706758))",w677343505,"677343505",way,trunk,"5","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
"MULTILINESTRING ((120.9936287 14.5729379,120.9935062 14.5727827,120.9933861 14.5726306,120.993249 14.5724714,120.9931132 14.5723136))",w677343508,"677343508",way,trunk,"2","60",President Quirino Avenue,yes,Harrison Boulevard,asphalt,,,MMDA,,
